raw_id,doc_id,text,group_key,num_aspects,label_signature,aspects
101,sentfin_000101,Centralised online system for investor grievances:SEBI,centralised online system for investor grievancessebi,1,neutral,"[{'term': 'SEBI', 'sentiment': 'neutral', 'char_from': 50, 'char_to': 54, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
102,sentfin_000102,Sebi cautions against illicit high-return schemes,sebi cautions against illicit highreturn schemes,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
103,sentfin_000103,Sebi proposes restrictions on 'wilful defaulters',sebi proposes restrictions on wilful defaulters,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
104,sentfin_000104,"New listing, de-listing regulations next month: Sebi",new listing delisting regulations next month sebi,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 48, 'char_to': 52, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
105,sentfin_000105,Sebi announces new set of ESOP regulations,sebi announces new set of esop regulations,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
106,sentfin_000106,Sebi considers proposal on cross-currency futures pairs,sebi considers proposal on crosscurrency futures pairs,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
107,sentfin_000107,Sebi plans new norms for municipal bonds,sebi plans new norms for municipal bonds,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
108,sentfin_000108,"Sebi revamps committee on disclosures, accounting standards",sebi revamps committee on disclosures accounting standards,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
109,sentfin_000109,Sebis reading of control issue confounds experts,sebis reading of control issue confounds experts,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'substring_unique'}]"
110,sentfin_000110,20 companies approach Sebi with public offer proposals,20 companies approach sebi with public offer proposals,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 22, 'char_to': 26, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
111,sentfin_000111,Cabinet to consider proposal for Sebi ordinance tomorrow,cabinet to consider proposal for sebi ordinance tomorrow,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 33, 'char_to': 37, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
112,sentfin_000112,"Insider trading on SEBI Chief, UK Sinha's radar",insider trading on sebi chief uk sinhas radar,1,neutral,"[{'term': 'SEBI', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 23, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
113,sentfin_000113,Minimum shareholding norm not for non-controlling entity: Sebi,minimum shareholding norm not for noncontrolling entity sebi,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 58, 'char_to': 62, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
114,sentfin_000114,President Pranab Mukherjee clears re-promulgation of Sebi ordinance,president pranab mukherjee clears repromulgation of sebi ordinance,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 53, 'char_to': 57, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
115,sentfin_000115,Sebi asks mutual funds to adopt high-deposit districts,sebi asks mutual funds to adopt highdeposit districts,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
116,sentfin_000116,Sebi calls for systemic safeguards in Algo trades,sebi calls for systemic safeguards in algo trades,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
117,sentfin_000117,Sebi directs banks to defreeze accounts of Somanis,sebi directs banks to defreeze accounts of somanis,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
118,sentfin_000118,Sebi grants new status to three clearing corporations,sebi grants new status to three clearing corporations,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
119,sentfin_000119,Sebi initiates proceeding against entities in ponzi schemes,sebi initiates proceeding against entities in ponzi schemes,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
120,sentfin_000120,Sebi may seek relief for commodity exchange warehouses,sebi may seek relief for commodity exchange warehouses,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
121,sentfin_000121,Sebi mulls prudential governance norms for stock brokers,sebi mulls prudential governance norms for stock brokers,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
122,sentfin_000122,Sebi orders defreezing of accounts of five entities,sebi orders defreezing of accounts of five entities,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
123,sentfin_000123,Sebi plans annual information memorandum for listed companies,sebi plans annual information memorandum for listed companies,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
124,sentfin_000124,Sebi proposes stricter rules for securitisation deal trustees,sebi proposes stricter rules for securitisation deal trustees,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
125,sentfin_000125,Sebi to conitnue with more than 300 proceedings,sebi to conitnue with more than 300 proceedings,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
126,sentfin_000126,Sebi to study surveillance systems in overseas markets,sebi to study surveillance systems in overseas markets,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
127,sentfin_000127,"Sebi, exchanges to tighten grip on speculative stocks",sebi exchanges to tighten grip on speculative stocks,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
128,sentfin_000128,Sebi's public offer norms bat for retail investors,sebis public offer norms bat for retail investors,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
129,sentfin_000129,Sebi's toll-free service for investors open whole week,sebis tollfree service for investors open whole week,1,neutral,"[{'term': 'Sebi', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
130,sentfin_000130,Single Demat A/c for all financial investments: SEBI,single demat ac for all financial investments sebi,1,neutral,"[{'term': 'SEBI', 'sentiment': 'neutral', 'char_from': 48, 'char_to': 52, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
131,sentfin_000131,SCI ex-chairman S Hajara joins Doehle Danautic India,sci exchairman s hajara joins doehle danautic india,2,neutral,"[{'term': 'Doehle Danautic India', 'sentiment': 'neutral', 'char_from': 31, 'char_to': 52, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'SCI', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 3, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
132,sentfin_000132,2270-2350 is the range for SBI: Sandeep Wagle,22702350 is the range for sbi sandeep wagle,1,neutral,"[{'term': 'SBI', 'sentiment': 'neutral', 'char_from': 27, 'char_to': 30, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
133,sentfin_000133,Cover up all positions for SBI: Mitesh Thacker,cover up all positions for sbi mitesh thacker,1,neutral,"[{'term': 'SBI', 'sentiment': 'neutral', 'char_from': 27, 'char_to': 30, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
134,sentfin_000134,"Saudi market opens, may affect global fund flows",saudi market opens may affect global fund flows,1,neutral,"[{'term': 'Saudi market', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 12, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
135,sentfin_000135,Sanghvi Forging and Engineering Ltd IPO opens tomorrow,sanghvi forging and engineering ltd ipo opens tomorrow,1,neutral,"[{'term': 'Sanghvi Forging and Engineering Ltd', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 35, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
136,sentfin_000136,Samsung Everland IPO seen spurring Samsung Group restructure,samsung everland ipo seen spurring samsung group restructure,1,neutral,"[{'term': 'Samsung Everland', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
137,sentfin_000137,Samsung Electronic India enterprise business head quits,samsung electronic india enterprise business head quits,1,neutral,"[{'term': 'Samsung Electronic India', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 24, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
138,sentfin_000138,Samsonite International appoints Ramesh Tainwala as global COO,samsonite international appoints ramesh tainwala as global coo,1,neutral,"[{'term': 'Samsonite International', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 23, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
139,sentfin_000139,Soiles Bhattacharya takes interim charge of SAIL,soiles bhattacharya takes interim charge of sail,1,neutral,"[{'term': 'SAIL', 'sentiment': 'neutral', 'char_from': 44, 'char_to': 48, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
140,sentfin_000140,"SAIL sets rs. 7,000-crore FPO process in motion",sail sets rs 7000crore fpo process in motion,1,neutral,"[{'term': 'SAIL', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 4, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
141,sentfin_000141,Expert's take: Rupee-dollar pair to test 45.30-45.50 levels,experts take rupeedollar pair to test 45304550 levels,2,neutral,"[{'term': 'Rupee', 'sentiment': 'neutral', 'char_from': 15, 'char_to': 20, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'dollar', 'sentiment': 'neutral', 'char_from': 21, 'char_to': 27, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
142,sentfin_000142,Budget 2014 mustn't sell rupee short,budget 2014 mustnt sell rupee short,1,neutral,"[{'term': 'rupee', 'sentiment': 'neutral', 'char_from': 25, 'char_to': 30, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
143,sentfin_000143,Cabinet decides on rupee sign today,cabinet decides on rupee sign today,1,neutral,"[{'term': 'rupee', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 24, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
144,sentfin_000144,Rupee little changed in intraday trade,rupee little changed in intraday trade,1,neutral,"[{'term': 'Rupee', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
145,sentfin_000145,Rupee ends little changed; fund flows in focus,rupee ends little changed fund flows in focus,1,neutral,"[{'term': 'Rupee', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
146,sentfin_000146,Rupee swings hand arbitrage advantage to day traders,rupee swings hand arbitrage advantage to day traders,1,neutral,"[{'term': 'Rupee', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 5, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
147,sentfin_000147,"Output not stretched, says Rubber Board",output not stretched says rubber board,1,neutral,"[{'term': 'Rubber Board', 'sentiment': 'neutral', 'char_from': 27, 'char_to': 39, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
148,sentfin_000148,RP-Sanjiv Goenka Group to begin new CSR initiatives,rpsanjiv goenka group to begin new csr initiatives,1,neutral,"[{'term': 'RP-Sanjiv Goenka Group', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 22, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
149,sentfin_000149,Ravi Venkatesan joins Rockefeller Foundation Board,ravi venkatesan joins rockefeller foundation board,1,neutral,"[{'term': 'Rockefeller Foundation Board', 'sentiment': 'neutral', 'char_from': 22, 'char_to': 50, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
150,sentfin_000150,AGM can open new chapter for RIL shareholders,agm can open new chapter for ril shareholders,1,neutral,"[{'term': 'RIL', 'sentiment': 'neutral', 'char_from': 29, 'char_to': 32, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
151,sentfin_000151,Should you opt for richly valued stocks?,should you opt for richly valued stocks,1,neutral,"[{'term': 'richly valued stocks', 'sentiment': 'neutral', 'char_from': 19, 'char_to': 39, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
152,sentfin_000152,Rs 15.26 crore dividend cheque from REPCO Bank,rs 1526 crore dividend cheque from repco bank,1,neutral,"[{'term': 'REPCO Bank', 'sentiment': 'neutral', 'char_from': 36, 'char_to': 46, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
153,sentfin_000153,Wilmar deal: Not much for Renuka investors,wilmar deal not much for renuka investors,2,neutral,"[{'term': 'Renuka', 'sentiment': 'neutral', 'char_from': 26, 'char_to': 32, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'Wilmar', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 6, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
154,sentfin_000154,Religare Securities launches virtual stock trading platform,religare securities launches virtual stock trading platform,1,neutral,"[{'term': 'Religare Securities', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
155,sentfin_000155,Sandip Bansal joins Religare Capital Markets,sandip bansal joins religare capital markets,1,neutral,"[{'term': 'Religare Capital Markets', 'sentiment': 'neutral', 'char_from': 20, 'char_to': 44, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
156,sentfin_000156,Religare's top four picks for 2014,religares top four picks for 2014,1,neutral,"[{'term': 'Religare', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 8, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
157,sentfin_000157,Reliance Industries announces 10-year US dollar bond,reliance industries announces 10year us dollar bond,1,neutral,"[{'term': 'Reliance Industries', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 19, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
158,sentfin_000158,Reed Exhibitions looks to expand in India,reed exhibitions looks to expand in india,1,neutral,"[{'term': 'Reed Exhibitions', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 16, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
159,sentfin_000159,Reckitt Benckiser names Nitish Kapoor as India MD,reckitt benckiser names nitish kapoor as india md,1,neutral,"[{'term': 'Reckitt Benckiser', 'sentiment': 'neutral', 'char_from': 0, 'char_to': 17, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
160,sentfin_000160,"Which is better, real estate or stocks?",which is better real estate or stocks,2,neutral,"[{'term': 'real estate', 'sentiment': 'neutral', 'char_from': 17, 'char_to': 28, 'match_status': 'matched', 'match_type': 'whole_word_unique'}, {'term': 'stocks', 'sentiment': 'neutral', 'char_from': 32, 'char_to': 38, 'match_status': 'matched', 'match_type': 'whole_word_unique'}]"
